distance,postcode,bedroom,bathroom,car,landsize,building area,year built
13.800000,3165,3,1,2,537,129,1950
35.200001,3806,4,2,2,670,185,0
17.299999,3193,4,2,2,675,0,1950
13.400000,3130,3,1,2,492,124,1957
13.400000,3130,4,2,2,580,161,1965
13.400000,3130,3,1,2,702,126,1960
25.000000,3155,4,2,2,261,180,1975
10.900000,3128,3,1,1,904,81,1900
10.900000,3128,2,2,1,126,138,2012
16.100000,3088,3,1,2,905,183,1962
10.500000,3186,5,3,2,818,826,0
0.836700,0,0,0,0,0,0,0
10.500000,3186,3,2,1,35,0,0
10.500000,3186,3,1,2,0,0,0
10.500000,3186,4,4,4,508,465,2011
10.500000,3186,4,2,1,396,175,1908
10.300000,3187,4,2,4,651,178,1975
10.300000,3187,4,2,2,619,300,2000
10.300000,3187,3,1,2,696,77,1940
10.300000,3187,3,1,2,605,181,1920
10.300000,3187,2,1,2,275,106,1970
14.000000,3047,3,1,1,695,97,1960
14.000000,3047,3,1,4,697,100,1960
5.200000,3056,3,1,1,302,91,1910
4.000000,3057,3,1,3,471,0,0
5.200000,3055,4,2,3,444,256,1997
10.800000,3105,4,3,4,646,320,1998
10.800000,3105,3,1,3,557,0,0
10.800000,3105,4,2,2,773,170,1970
45.900002,3437,3,1,1,4000,103,1950
12.100000,3083,4,2,1,287,152,1990
12.100000,3083,3,1,2,557,0,1970
12.100000,3083,4,1,2,542,130,1980
12.100000,3083,2,1,2,90,90,1995
12.100000,3083,4,2,2,637,144,1970
12.100000,3083,4,2,2,760,366,2000
10.400000,3125,3,1,3,590,0,0
10.400000,3125,4,2,1,627,196,1950
10.400000,3125,4,2,2,797,212,2005
14.700000,3151,2,1,2,239,0,1960
14.800000,3023,3,2,1,295,176,1930
7.700000,3124,3,2,2,456,0,0
7.700000,3124,2,2,1,245,0,0
7.700000,3124,5,4,2,788,254,1990
8.400000,3126,4,2,4,544,232,2012
8.400000,3126,4,2,2,650,275,2006
8.400000,3126,4,2,3,855,222,1890
10.100000,3163,3,1,2,485,133,1990
14.800000,3023,4,2,2,463,307,2012
31.200001,3197,3,2,2,216,112,1980
34.900002,3201,3,2,2,779,147,1988
8.700000,3162,2,1,0,261,93,1900
7.800000,3161,4,2,2,494,176,1900
11.700000,3148,4,2,1,402,131,1960
11.700000,3148,5,2,2,627,159,2000
17.900000,3192,3,2,2,656,130,1960
17.900000,3192,4,2,4,679,190,1960
17.900000,3192,3,2,1,637,121,1950
27.100000,3116,3,2,2,945,165,1880
17.500000,3169,4,2,2,625,625,1950
16.700001,3168,4,1,1,711,96,1960
16.700001,3168,3,1,1,270,218,1970
3.600000,3068,2,1,0,163,0,1890
2.000000,3066,2,1,1,109,60,1975
20.600000,3064,4,2,2,482,207,2012
20.600000,3064,4,2,2,756,222,2001
20.600000,3064,4,2,2,400,171,2010
20.600000,3064,3,2,6,1005,160,1995
20.600000,3064,4,2,2,448,0,2014
34.700001,3977,3,2,2,581,187,2010
23.000000,3136,3,2,2,269,150,2007
23.000000,3136,2,1,1,1474,0,0
23.000000,3136,3,1,1,864,0,0
23.000000,3136,2,1,1,297,110,1994
23.000000,3136,3,2,2,507,128,1960
24.700001,3175,2,1,1,135,0,1990
24.700001,3175,2,1,1,414,73,1980
7.900000,3103,4,2,1,254,172,1995
14.800000,3023,3,1,2,693,0,0
18.000000,3037,3,2,2,358,106,1990
21.799999,3089,4,3,2,705,315,2012
21.799999,3089,3,2,3,790,135,1980
27.700001,3427,6,3,1,850,254,1980
22.200001,3172,4,2,2,649,234,2000
22.200001,3172,3,1,1,545,0,0
12.400000,3108,3,3,2,621,0,0
12.400000,3108,3,1,2,220,127,1965
16.100000,3111,5,3,3,785,252,1980
1.300000,3002,2,2,1,997,92,2001
18.000000,3095,3,2,1,817,104,1970
18.000000,3095,4,2,2,573,180,1980
18.000000,3095,3,1,2,1027,122,1985
18.000000,3095,3,2,2,812,129,1980
7.200000,3184,1,1,1,0,51,1960
7.200000,3184,3,2,2,0,111,2008
7.200000,3184,4,2,3,558,174,1900
7.200000,3184,2,1,1,3256,74,1970
19.600000,3076,4,2,2,400,166,2011
19.600000,3076,3,1,2,518,113,1990
19.600000,3076,3,1,1,525,0,1980
19.600000,3076,3,2,1,210,111,2013
19.600000,3076,3,1,2,549,113,1990
7.500000,3040,4,2,3,951,238,1930
7.500000,3040,2,1,1,512,0,0
7.500000,3040,3,1,1,590,0,2001
7.500000,3040,5,3,3,663,419,1930
7.500000,3040,4,2,2,465,148,1940
13.100000,3060,5,3,4,663,178,1970
13.100000,3060,3,1,4,658,94,1960
13.100000,3060,1,1,0,173,55,2009
24.799999,3156,3,1,3,1014,0,0
2.100000,3065,3,3,1,433014,200,1950
2.100000,3065,3,2,2,6367,110,0
2.100000,3065,1,1,1,1730,60,2011
2.100000,3065,4,4,0,225,106,1862
3.600000,3068,3,1,1,139,116,1900
3.600000,3068,3,2,1,6712,125,1900
3.400000,3031,3,1,1,293,104,1900
5.100000,3011,2,1,1,0,62,2015
5.100000,3011,2,2,1,88,94,1920
0.500000,2000,0,0,0,0,0,0
15.400000,3131,1,1,1,76,73,1970
38.000000,3199,3,2,1,654,0,0
38.000000,3199,3,1,1,884,0,1968
45.900002,3437,3,2,4,1290,231,1988
12.900000,3043,3,1,2,552,136,1980
12.900000,3043,3,1,2,259,121,1970
7.300000,3146,5,3,2,720,392,1950
7.300000,3146,1,1,0,0,49,1960
7.300000,3146,2,1,1,97,73,1970
7.300000,3146,3,1,2,625,124,1960
7.300000,3146,4,3,2,409,255,2016
7.300000,3146,5,2,2,847,158,1935
7.300000,3146,2,1,1,100,87,1960
7.300000,3146,3,2,1,348,150,1940
16.700001,3150,3,2,1,853,28,1972
11.200000,3046,2,1,2,193,105,1995
11.200000,3046,3,1,2,604,132,1960
11.200000,3046,2,1,2,829,201,2000
16.100000,3088,3,1,1,594,95,1993
16.100000,3088,3,2,2,609,168,1980
13.800000,3188,3,1,1,587,131,1950
5.300000,3122,2,2,2,0,139,1975
5.300000,3122,1,1,1,0,47,2004
5.300000,3122,2,1,1,230,116,1965
0.650000,1890,0,0,0,0,0,0
5.300000,3122,1,1,1,0,47,2004
5.300000,3122,3,3,2,255,0,1997
5.300000,3122,3,1,1,333,108,1930
5.300000,3122,3,2,2,242,165,1990
5.300000,3122,3,2,2,0,139,1975
6.200000,3123,1,1,1,0,52,1960
6.200000,3123,2,1,1,0,0,0
6.200000,3123,1,1,1,803,50,1960
6.200000,3123,3,1,3,860,0,0
21.299999,3135,4,2,3,1060,180,1957
21.299999,3135,3,1,1,756,0,1961
21.299999,3135,3,2,2,471,144,1965
8.900000,3084,2,1,0,2020,68,1998
8.900000,3084,3,1,0,668,0,0
8.800000,3081,2,1,0,683,0,0
8.800000,3081,3,1,0,544,92,1950
8.800000,3081,4,2,4,596,120,1930
8.800000,3081,3,1,1,146,0,0
8.800000,3081,3,1,1,430,0,0
8.800000,3081,3,1,3,619,109,1940
8.800000,3081,2,1,1,90,109,0
16.000000,3190,3,1,2,700,0,0
16.000000,3190,2,1,1,130,0,1970
18.000000,3037,4,2,2,600,174,2002
18.400000,3029,4,2,2,650,0,2012
18.400000,3029,3,1,1,537,0,0
12.300000,3166,4,2,1,455,170,1900
26.100000,3099,5,2,2,1034,225,1985
7.800000,3079,2,1,0,1110,114,1920
7.800000,3079,3,1,2,360,0,0
14.000000,3047,3,1,2,704,94,1950
11.700000,3033,4,2,2,284,202,1961
11.700000,3033,3,1,1,597,0,0
11.700000,3033,3,1,1,165,0,1959
3.400000,3031,3,2,2,223,122,1940
5.400000,3101,5,2,2,696,0,0
5.400000,3101,3,1,2,446,115,1960
5.400000,3101,2,1,1,0,80,1975
5.400000,3101,3,2,1,0,114,1977
5.400000,3101,7,4,2,725,285,1940
5.400000,3101,4,2,3,776,0,0
5.400000,3101,2,2,1,0,108,1950
7.300000,3102,2,2,2,697,170,1962
7.300000,3102,4,2,2,696,0,1940
25.200001,3173,2,2,1,240,159,1969
6.400000,3012,3,1,1,118,86,1970
6.400000,3012,3,1,1,275,11,1936
31.700001,3337,4,1,2,651,150,2000
16.299999,3075,3,1,2,525,130,1965
41.000000,3910,3,3,2,1060,0,0
14.600000,3093,2,1,1,119,101,2001
6.400000,3012,2,2,1,126,95,2015
6.400000,3012,3,2,2,159,152,2010
6.400000,3012,3,2,2,244,129,2010
6.400000,3012,3,2,2,186,134,2004
0.600000,2011,0,0,0,0,0,0
5.900000,3144,4,3,2,787,282,1915
5.900000,3144,3,1,2,354,117,1880
5.900000,3144,3,2,2,400,216,2007
8.400000,3145,4,3,3,736,355,2015
8.400000,3145,3,3,3,1011,206,1925
8.400000,3145,3,1,2,1128,110,1950
4.300000,3032,3,2,2,352,204,1997
4.300000,3032,3,2,2,366,183,1997
0.840000,2012,0,0,0,0,0,0
11.400000,3204,2,1,2,397,96,1940
31.700001,3337,4,2,2,935,210,2005
20.000000,3194,3,1,2,585,129,1980
20.000000,3194,4,2,2,408,274,2010
25.900000,3754,4,2,2,475,220,2012
17.200001,3132,3,1,2,684,110,1960
17.200001,3132,3,2,2,323,130,2010
16.200001,3094,3,2,4,786,128,1960
6.200000,3039,2,1,1,283,0,0
6.200000,3039,3,2,2,674,141,1920
26.500000,3138,3,1,4,905,0,0
21.500000,3195,4,2,2,656,303,1950
21.500000,3195,4,2,2,695,313,2007
14.200000,3149,3,2,2,344,3,2000
14.200000,3149,2,1,1,292,82,1970
14.200000,3149,5,5,2,667,431,2015
18.799999,3170,4,2,7,771,0,0
34.099998,3805,4,2,2,638,174,1996
6.200000,3015,2,1,1,571,0,0
6.200000,3015,3,2,2,200,126,2003
0.700000,2005,0,0,0,0,0,0
6.200000,3015,3,2,2,358,0,2017
6.200000,3015,4,2,2,224,196,2016
6.200000,3015,2,1,1,163,86,1990
10.400000,3042,3,2,1,324,207,2016
1.800000,3051,4,2,1,137,81,2011
1.800000,3051,2,1,1,0,53,1983
1.800000,3051,2,1,1,1618,73,1900
5.300000,3070,3,1,2,260,0,0
5.300000,3070,4,2,1,5,162,1900
5.300000,3070,3,1,2,901,0,0
15.400000,3131,3,1,2,717,143,1960
12.300000,3166,4,2,3,588,146,1970
15.500000,3167,2,1,1,0,62,1980
11.400000,3204,2,1,1,1100,72,2012
11.400000,3204,1,1,1,2029,54,2009
21.500000,3195,3,2,2,597,233,2007
21.500000,3195,3,2,2,300,197,1950
8.500000,3044,3,2,1,450,149,2014
8.500000,3044,3,1,2,587,0,1970
8.500000,3044,1,1,1,995,35,1970
8.500000,3044,1,1,1,995,35,1970
8.500000,3044,3,2,2,256,190,2017
14.700000,3030,3,2,2,312,185,2014
14.700000,3030,4,2,2,630,201,2006
3.500000,3207,3,2,3,337,146,2015
3.500000,3207,2,2,2,0,189,2000
3.500000,3207,2,2,1,0,77,2013
4.600000,3181,4,2,2,401,154,1910
4.600000,3181,2,1,0,192,100,1910
4.600000,3181,1,1,2,0,50,1960
4.600000,3181,4,2,2,787,275,1930
4.600000,3181,2,2,1,78,0,2003
4.600000,3181,2,1,2,57,78,2000
8.400000,3072,3,2,2,585,126,1920
8.400000,3072,3,1,5,581,90,1960
8.400000,3072,4,1,2,552,140,1940
3.500000,3054,3,2,1,288,145,2000
12.000000,3073,4,3,4,725,0,0
12.000000,3073,3,1,2,529,99,1960
12.000000,3073,3,2,2,292,119,1950
12.000000,3073,5,3,2,650,251,1990
12.000000,3073,3,1,2,952,0,0
12.000000,3073,4,2,2,479,157,1995
12.000000,3073,1,1,1,60,60,1970
12.000000,3073,4,2,2,499,260,1940
19.900000,3134,3,2,2,1555,162,1977
19.900000,3134,3,2,1,461,133,2005
19.900000,3134,2,1,1,306,0,1996
19.900000,3134,4,2,2,962,0,0
8.900000,3084,3,2,2,697,135,2010
8.900000,3084,5,3,3,694,210,1975
23.500000,3178,5,3,2,725,196,1985
15.200000,3191,5,4,4,700,0,0
15.200000,3191,5,3,2,556,327,2012
22.200001,3179,3,2,2,590,151,1981
5.100000,3011,4,2,2,457,206,1994
1.900000,3205,3,3,2,100,132,1940
1.900000,3205,4,3,1,153,93,1900
1.900000,3205,4,3,1,280,93,1890
20.500000,3752,4,2,2,196,163,2008
2.700000,3141,2,2,1,0,109,1930
2.700000,3141,3,2,3,0,20,1940
2.700000,3141,1,1,1,0,50,1960
2.700000,3141,2,1,0,140,0,0
2.700000,3141,1,1,1,0,43,1960
0.700000,3006,2,1,1,0,88,0
20.799999,3171,6,2,2,869,89,0
14.000000,3021,4,2,2,592,0,0
14.000000,3021,0,0,0,600,0,0
5.000000,3182,2,1,0,0,107,1950
5.000000,3182,4,2,3,613,160,1910
8.200000,3041,7,3,4,608,355,1999
8.200000,3041,4,3,2,861,274,1955
8.200000,3041,3,2,3,697,164,1940
8.200000,3041,3,2,1,304,125,2000
10.500000,3020,3,2,1,485,130,1950
10.500000,3020,2,1,0,418,94,1940
10.500000,3020,3,1,2,691,0,0
10.200000,3127,5,3,2,593,309,2016
10.200000,3127,3,1,2,271,0,0
10.200000,3127,4,2,2,910,0,0
10.200000,3127,3,2,2,780,0,0
18.000000,3037,3,2,4,665,0,0
18.400000,3029,4,2,2,498,167,2010
18.400000,3029,4,2,2,452,159,2009
15.500000,3038,4,2,2,651,364,1998
15.500000,3106,4,2,3,1330,167,1980
15.500000,3106,4,2,2,646,167,1980
15.500000,3106,5,3,2,787,334,1990
15.500000,3106,4,2,2,1025,170,1980
15.500000,3106,5,3,3,4001,315,1995
15.500000,3106,5,2,2,862,585,2005
12.400000,3107,3,2,3,725,0,0
12.400000,3107,5,2,2,648,250,1975
12.400000,3107,3,1,2,716,0,0
27.000000,3154,3,1,1,1281,102,1960
15.300000,3074,4,1,2,695,0,0
15.300000,3074,3,2,2,541,121,1980
4.100000,3142,3,2,2,0,176,1930
4.100000,3142,3,2,2,0,0,1975
4.100000,3142,3,2,1,187,133,1940
4.300000,3032,4,3,2,291,174,2000
17.200001,3133,3,1,2,603,132,0
17.200001,3133,4,2,2,539,192,1978
17.200001,3133,4,2,2,660,207,2008
8.900000,3084,4,2,2,702,140,2000
14.500000,3087,4,2,4,631,0,0
14.500000,3087,3,2,2,280,163,2002
14.500000,3087,3,1,1,530,104,0
14.700000,3030,4,1,4,534,101,1983
14.700000,3030,3,1,2,569,0,0
14.700000,3030,3,1,1,610,125,1980
6.400000,3012,4,2,1,323,130,1945
16.500000,3049,3,2,4,673,0,1980
16.500000,3049,3,1,1,672,0,0
16.700001,3150,4,2,2,700,0,0
16.700001,3150,4,2,2,752,162,1971
16.700001,3150,5,2,2,672,237,1970
6.800000,3016,4,3,2,650,0,0
4.600000,3181,2,2,0,70,48,1900
25.200001,3115,3,2,2,0,177,2000
27.200001,3024,4,2,1,512,179,2005
6.300000,3013,4,3,2,234,176,2012
6.300000,3013,3,1,6,732,137,1948
6.300000,3013,2,1,1,178,84,2013
6.300000,3013,3,2,2,182,0,2017
6.300000,3013,2,1,1,0,85,1970
14.000000,3021,4,3,3,531,158,1970
11.000000,3018,4,1,1,499,132,1970
11.000000,3018,4,2,2,629,180,1985
11.000000,3018,3,2,2,159,130,2014
15.500000,3028,3,1,1,205,0,1990
9.400000,3025,3,1,1,180,88,1965
4.300000,3032,3,2,2,2905,164,2005
4.300000,3032,2,1,1,1727,82,1960
4.300000,3032,2,2,0,234,113,1910
4.300000,3032,3,1,1,504,0,0
4.300000,3032,3,1,0,199,126,1900
4.300000,3032,2,1,1,1017,0,1972
10.200000,3147,3,1,1,726,130,1965
21.500000,3195,3,2,2,553,164,2006
9.500000,3034,4,2,1,581,163,1975
6.400000,3183,2,1,1,598,85,1980
7.900000,3103,3,2,4,656,210,1970
9.700000,3104,3,2,2,301,181,1995
23.200001,3153,3,1,2,787,112,1980
23.200001,3153,3,2,2,792,148,1980
13.800000,3165,4,3,2,631,107,1960
13.400000,3130,3,2,1,601,103,2014
13.400000,3130,3,1,2,448,96,1950
13.400000,3130,2,1,1,1021,85,1970
13.400000,3130,3,2,2,567,150,1990
13.400000,3130,6,2,2,675,0,0
13.400000,3130,3,1,1,614,110,1960
13.400000,3130,2,1,1,305,305,1940
25.000000,3155,3,2,2,723,138,1980
25.000000,3155,4,2,4,2033,255,1970
10.500000,3186,4,3,2,498,226,1900
10.500000,3186,1,1,1,1993,35,1960
14.000000,3047,3,1,1,640,92,1965
14.000000,3047,4,2,2,696,158,1960
6.400000,3012,2,1,1,0,66,2000
5.200000,3056,4,2,1,372,184,1920
5.200000,3056,5,2,0,479,0,0
5.200000,3056,1,1,1,0,54,1965
4.000000,3057,2,2,1,65,78,2013
5.200000,3055,1,1,1,1388,36,1970
5.200000,3055,2,1,1,207,77,1950
12.100000,3083,10,3,2,313,179,2006
12.100000,3083,3,1,1,540,142,1968
14.700000,3151,3,1,1,620,0,0
10.100000,3163,2,1,1,830,72,1970
10.100000,3163,3,2,1,483,171,1920
10.100000,3163,2,1,1,2048,68,1960
14.800000,3023,3,1,1,400,118,1960
31.200001,3197,2,1,1,198,94,1980
34.900002,3201,2,2,3,339,101,2009
8.400000,3145,4,2,1,642,0,0
7.800000,3161,1,1,1,60,53,1975
11.700000,3148,3,2,2,382,151,2000
16.700001,3168,3,1,2,259,0,0
16.700001,3168,5,2,2,590,130,1970
16.700001,3168,3,1,2,734,0,0
17.500000,3169,4,2,4,724,625,1950
6.700000,3058,3,1,0,227,102,1920
2.000000,3066,1,1,0,0,46,1960
20.600000,3064,2,1,1,38,114,2013
23.000000,3136,3,1,1,396,120,1950
23.000000,3136,3,1,2,397,139,1950
14.000000,3047,3,1,1,583,109,1970
14.000000,3047,3,1,1,650,0,0
24.700001,3175,4,1,2,757,200,1980
24.700001,3175,3,1,2,540,0,0
24.700001,3175,3,1,1,763,145,1960
14.800000,3023,3,1,2,675,148,1985
18.000000,3037,3,2,2,543,153,1995
14.700000,3030,4,2,2,663,244,2000
22.200001,3172,3,2,2,251,185,1998
22.200001,3172,3,2,4,801,150,1980
22.200001,3172,4,2,2,676,181,1975
14.300000,3109,3,1,2,725,0,0
16.100000,3111,3,2,2,239,187,2007
16.100000,3111,3,1,2,720,116,1960
28.799999,3177,3,1,3,621,113,1955
8.900000,3084,3,1,2,598,116,1955
7.200000,3185,3,2,2,458,165,1900
18.000000,3095,2,1,1,132,0,0
18.000000,3095,4,3,2,791,230,1974
28.500000,3802,4,2,2,669,165,1980
19.600000,3076,3,1,2,524,155,1970
19.600000,3076,2,2,1,149,147,2007
19.600000,3076,3,2,2,388,127,2012
19.600000,3076,4,3,3,631,355,2009
19.600000,3076,4,2,2,548,110,1985
7.500000,3040,2,1,1,0,62,1980
7.500000,3040,3,1,1,730,0,2001
7.500000,3040,2,1,1,0,0,0
8.200000,3041,2,1,2,145,79,2009
7.500000,3040,3,2,1,585,198,1950
13.100000,3060,3,1,1,724,0,2003
24.799999,3156,4,2,4,1014,280,1960
24.799999,3156,4,2,1,738,148,1985
2.100000,3065,1,1,1,0,57,2013
3.600000,3068,1,1,1,454,0,0
3.600000,3068,2,1,1,0,64,1970
3.600000,3068,3,1,0,179,85,1900
5.100000,3011,3,2,2,163,0,2005
5.100000,3011,3,1,1,252,120,1910
5.100000,3011,2,1,1,43,73,1970
5.100000,3011,2,1,1,318,106,1910
15.400000,3131,4,2,2,294,194,2010
15.400000,3131,2,1,1,581,116,1998
0.400000,1970,0,0,0,0,0,0
15.400000,3131,6,3,2,579,28,2011
38.000000,3199,3,1,4,578,123,1984
38.000000,3199,4,1,1,622,163,1960
45.900002,3437,4,2,3,40468,144,1980
45.900002,3437,3,1,1,412,103,1950
7.300000,3146,2,1,1,0,77,1960
16.700001,3150,2,1,1,229,101,1990
16.700001,3150,5,2,2,701,182,1990
0.850000,1960,0,0,0,0,0,0
16.100000,3088,2,1,1,168,0,1985
16.100000,3088,3,1,1,540,95,1993
16.100000,3088,2,1,1,240,79,1965
16.100000,3088,3,3,2,668,147,1973
16.100000,3088,4,2,2,626,169,1960
16.100000,3088,3,2,1,653,130,1970
16.100000,3088,3,2,2,582,0,0
13.800000,3188,3,2,2,478,0,0
13.800000,3188,2,1,2,697,81,2007
5.300000,3122,3,2,2,1089,165,1990
5.300000,3122,2,1,1,0,0,1980
5.300000,3122,2,1,1,0,84,2014
5.300000,3122,1,1,1,0,47,2004
5.300000,3122,3,2,1,5259,119,2000
5.300000,3122,3,2,1,109,109,1890
0.500000,1999,0,0,0,0,0,0
21.299999,3135,2,1,1,0,80,1980
8.800000,3081,2,1,1,140,107,2013
8.800000,3081,2,1,2,498,75,1955
8.800000,3081,2,1,1,721,0,0
18.000000,3037,4,2,3,715,156,1999
18.400000,3029,3,2,4,578,129,0
0.700000,1972,0,0,0,0,0,0
18.400000,3029,3,1,2,623,0,1980
18.400000,3029,3,1,2,577,0,1975
7.800000,3079,2,1,2,697,113,2005
14.000000,3047,3,1,2,604,0,0
14.500000,3036,3,2,2,847,0,0
15.500000,3038,4,2,3,815,198,2000
15.500000,3038,4,2,2,757,152,1980
11.700000,3033,3,2,1,313,140,1960
11.700000,3033,4,4,2,500,267,2011
11.700000,3033,3,1,2,575,138,1970
11.700000,3033,3,1,1,568,138,1960
3.400000,3031,3,1,0,114,0,0
3.400000,3031,2,2,1,2135,110,1998
5.400000,3101,3,2,2,151,103,1960
25.200001,3173,4,1,2,384,131,1975
12.100000,3083,3,1,2,633,0,1970
23.299999,3180,4,2,2,633,281,1994
16.299999,3075,4,2,2,499,0,0
16.299999,3075,4,2,3,578,110,1980
6.400000,3012,2,1,2,686,0,0
6.400000,3012,3,1,4,545,116,1940
6.400000,3012,2,2,1,279,104,2013
6.400000,3012,3,2,2,189,131,2000
5.900000,3144,2,1,1,0,68,1999
4.300000,3032,2,1,2,198,96,2009
4.300000,3032,2,1,2,198,93,2003
17.400000,3048,3,1,1,631,111,1960
17.400000,3048,3,1,2,522,128,1985
17.400000,3048,4,2,2,665,665,1970
17.400000,3048,3,1,2,798,128,1985
17.400000,3048,4,3,0,653,122,1985
0.000000,3000,2,1,0,89,47,2011
29.799999,3338,3,2,4,578,129,0
29.799999,3338,3,1,1,580,116,1975
29.799999,3338,4,2,3,655,142,1975
25.900000,3754,4,2,2,1037,0,0
17.900000,3082,3,1,4,840,125,1980
17.900000,3082,3,2,2,615,132,1982
17.900000,3082,4,1,2,666,123,1985
17.200001,3132,3,2,2,401,187,1970
16.200001,3094,3,2,2,260,157,2010
16.200001,3094,3,2,2,636,157,1980
6.200000,3039,2,1,1,172,29,1900
6.200000,3039,4,2,2,388,151,1890
14.300000,3189,3,2,2,280,109,1985
26.500000,3138,3,1,1,609,97,1960
26.500000,3138,3,2,3,1469,126,1978
14.200000,3149,3,2,2,747,143,1960
14.200000,3149,3,1,2,862,0,1960
14.200000,3149,5,5,2,729,398,2016
14.200000,3149,3,1,2,743,148,1965
0.470000,1960,0,0,0,0,0,0
18.799999,3170,5,2,1,731,130,1965
10.100000,3163,2,2,1,1039,101,2007
10.100000,3163,3,2,1,137,137,1994
34.099998,3805,3,2,2,668,121,1972
34.099998,3805,3,2,2,688,121,1990
6.200000,3015,3,1,2,204,98,1980
6.200000,3015,3,2,3,337,154,0
10.400000,3042,4,1,2,558,148,1970
22.700001,3174,4,1,2,660,112,1960
22.700001,3174,3,2,2,667,142,1950
1.800000,3051,2,1,1,0,53,2004
5.300000,3070,3,2,0,258,124,1920
5.300000,3070,3,1,2,449,0,1940
5.300000,3070,3,1,2,530,0,1950
5.300000,3070,3,1,2,771,0,1950
5.300000,3070,3,2,2,422,124,1920
16.700001,3168,4,3,3,727,167,1970
11.200000,3046,3,2,2,701,0,0
11.200000,3046,4,2,2,525,204,1960
12.300000,3166,4,2,2,592,193,1950
12.300000,3166,2,1,3,622,122,1970
43.299999,3809,4,2,2,480,214,2015
47.299999,3810,4,2,2,553,553,2005
21.500000,3195,3,2,2,304,131,2013
21.500000,3195,1,1,1,80,88,2007
8.500000,3044,2,1,2,624,0,1980
8.500000,3044,3,2,2,495,108,2012
8.500000,3044,3,1,1,480,0,0
14.700000,3030,4,2,2,540,531,2012
14.700000,3030,4,2,2,416,182,2012
0.900000,2006,0,0,0,0,0,0
14.700000,3030,4,2,2,448,190,2012
4.600000,3181,2,1,1,0,78,1960
8.400000,3072,4,2,4,490,130,2012
8.400000,3072,4,2,2,500,0,0
12.000000,3073,2,1,1,260,120,1970
12.000000,3073,3,1,2,743,115,1970
12.000000,3073,2,1,1,0,81,2012
12.000000,3073,2,2,1,126,138,2013
12.000000,3073,3,1,2,1723,0,0
12.000000,3073,3,1,2,579,0,0
12.000000,3073,3,2,3,743,135,1950
12.000000,3073,2,1,2,230,69,2015
12.000000,3073,3,1,4,545,120,1950
2.400000,3121,1,1,1,7455,43,0
2.400000,3121,2,2,2,180,89,2008
21.299999,3135,3,1,2,314,88,1989
8.900000,3084,2,1,1,1313,0,0
8.900000,3084,2,1,1,562,0,0
23.500000,3178,3,2,1,721,143,1984
23.500000,3178,3,2,2,551,178,2003
20.600000,3064,3,2,2,640,156,1994
35.400002,3198,2,1,1,150,106,1970
35.400002,3198,4,2,4,611,184,1970
0.750000,1980,0,0,0,0,0,0
35.400002,3198,3,1,1,769,130,1963
35.400002,3198,4,2,3,542,170,1970
1.900000,3205,3,2,2,216,193,1877
0.740000,1860,0,0,0,0,0,0
20.500000,3752,2,1,1,305,131,1999
2.700000,3141,2,1,1,0,73,2005
2.700000,3141,2,2,2,0,133,1995
2.700000,3141,1,1,1,10,50,1960
20.799999,3171,3,1,1,593,0,0
14.000000,3021,2,1,2,419,135,1975
14.000000,3021,3,1,1,606,130,1965
14.000000,3021,4,2,1,699,110,1950
16.100000,3088,3,1,2,930,120,2000
5.000000,3182,2,1,0,0,67,1950
5.000000,3182,3,1,1,198,176,1920
10.500000,3020,3,1,3,446,126,1910
10.500000,3020,3,1,1,206,0,1985
10.500000,3020,3,2,2,655,127,2013
10.500000,3020,3,1,5,626,0,0
10.500000,3020,4,2,4,270,140,1960
15.500000,3038,4,3,2,724,330,1990
15.500000,3038,4,2,2,644,164,1982
15.300000,3074,3,2,1,189,123,1970
7.000000,3071,3,1,1,508,0,0
7.000000,3071,1,1,1,1047,39,1970
4.100000,3142,2,2,2,586,119,1990
4.300000,3032,2,1,1,16000,68,1960
0.500000,2012,0,0,0,0,0,0
12.900000,3043,2,1,1,161,100,1960
17.200001,3133,3,1,1,722,94,1960
14.700000,3152,4,1,2,734,0,0
14.700000,3152,4,3,2,728,153,1990
14.700000,3152,3,1,1,137,71,2012
21.100000,3113,3,2,0,830,135,1975
21.500000,3195,4,2,2,604,194,2004
14.500000,3087,2,1,1,151,0,2007
14.500000,3087,2,1,1,298,98,1975
14.500000,3087,4,1,2,909,0,0
14.700000,3030,3,2,4,557,116,1987
14.700000,3030,3,1,3,909,121,1965
14.700000,3030,3,1,3,575,121,1965
14.700000,3030,2,1,1,190,113,1980
6.400000,3012,1,1,1,45,55,1970
6.400000,3012,4,1,3,459,118,1915
6.400000,3012,3,2,2,125,131,2013
3.100000,3003,1,1,0,68,0,0
3.100000,3003,4,1,2,168,0,1950
16.500000,3049,3,2,2,898,142,1985
16.700001,3150,5,2,2,698,246,1978
6.800000,3016,4,2,1,388,178,1900
25.500000,3750,4,2,2,448,155,2011
6.300000,3013,3,2,2,444,122,1945
6.300000,3013,3,3,6,668,0,1990
6.300000,3013,3,1,1,358,128,1930
6.300000,3013,3,1,2,433,144,1880
6.300000,3013,3,1,2,451,115,1880
3.000000,3067,2,1,0,141,0,0
3.000000,3067,2,2,1,147,175,2000
7.500000,3040,3,2,6,402,0,0
7.500000,3040,3,2,2,673,136,1965
7.500000,3040,1,1,1,0,47,1970
7.500000,3040,1,1,1,1715,47,1970
7.500000,3040,5,3,2,486,291,2016
10.400000,3042,2,1,1,182,380,1985
